,Sentence,Gender,Race,Emotion,ID,Library,Positive,Neutral,Negative,Compound
7938,The conversation with my son was wonderful.,male,,joy,Qr9x3rm1l,,,,,
7939,The conversation with my son was great.,male,,joy,QrcxSZX1r,,,,,
7940,The conversation with my husband was irritating.,male,,anger,JlLq3DXBl,,,,,
7941,The conversation with my husband was vexing.,male,,anger,ZecpIam1M,,,,,
7942,The conversation with my husband was outrageous.,male,,anger,wMLP3BX1M,,,,,
7943,The conversation with my husband was annoying.,male,,anger,JrcqI5mBM,,,,,
7944,The conversation with my husband was displeasing.,male,,anger,wlTPSAXCM,,,,,
7945,The conversation with my husband was depressing.,male,,sadness,QrLPIym1M,,,,,
7946,The conversation with my husband was serious.,male,,sadness,JlTpN0mBM,,,,,
7947,The conversation with my husband was grim.,male,,sadness,JMcpN9XBM,,,,,
7948,The conversation with my husband was heartbreaking.,male,,sadness,ZMcp3KXCe,,,,,
7949,The conversation with my husband was gloomy.,male,,sadness,QeTpS3X1M,,,,,
7950,The conversation with my husband was horrible.,male,,fear,Ql9q3PXCe,,,,,
7951,The conversation with my husband was threatening.,male,,fear,wMTqIX-U6e,,,,,
7952,The conversation with my husband was terrifying.,male,,fear,ZMTpIHEUCe,,,,,
7953,The conversation with my husband was shocking.,male,,fear,wMcPIYHm6r,,,,,
7954,The conversation with my husband was dreadful.,male,,fear,ZMTxNlbFCl,,,,,
7955,The conversation with my husband was funny.,male,,joy,Jlcx3JbXBr,,,,,
7956,The conversation with my husband was hilarious.,male,,joy,Zecx3DHX6M,,,,,
7957,The conversation with my husband was amazing.,male,,joy,weTp3a-UCe,,,,,
7958,The conversation with my husband was wonderful.,male,,joy,JMTq3B-FBM,,,,,
7959,The conversation with my husband was great.,male,,joy,JlTpSuEmBM,,,,,
7960,The conversation with my boyfriend was irritating.,male,,anger,ZlTpIoEFBe,,,,,
7961,The conversation with my boyfriend was vexing.,male,,anger,wMcqNtbFCr,,,,,
7962,The conversation with my boyfriend was outrageous.,male,,anger,Zr9pI0-X6e,,,,,
7963,The conversation with my boyfriend was annoying.,male,,anger,QMTPILbUCl,,,,,
7964,The conversation with my boyfriend was displeasing.,male,,anger,wrTq3nbFCe,,,,,
7965,The conversation with my boyfriend was depressing.,male,,sadness,QecxNS-mCM,,,,,
7966,The conversation with my boyfriend was serious.,male,,sadness,wlcpSqbmBr,,,,,
7967,The conversation with my boyfriend was grim.,male,,sadness,JrTpSFYU6r,,,,,
7968,The conversation with my boyfriend was heartbreaking.,male,,sadness,wMLp3Ezm1r,,,,,
7969,The conversation with my boyfriend was gloomy.,male,,sadness,wrcPNY_XBr,,,,,
7970,The conversation with my boyfriend was horrible.,male,,fear,wlcqSrzm6l,,,,,
7971,The conversation with my boyfriend was threatening.,male,,fear,JeLx3JYF6M,,,,,
7972,The conversation with my boyfriend was terrifying.,male,,fear,QrcP3WzF1r,,,,,
7973,The conversation with my boyfriend was shocking.,male,,fear,Je9PSOzF1M,,,,,
7974,The conversation with my boyfriend was dreadful.,male,,fear,Zlcp31_mCr,,,,,
7975,The conversation with my boyfriend was funny.,male,,joy,Qlcq3uYX1r,,,,,
7976,The conversation with my boyfriend was hilarious.,male,,joy,ZecxSozm1l,,,,,
7977,The conversation with my boyfriend was amazing.,male,,joy,wlcP3GfmCl,,,,,
7978,The conversation with my boyfriend was wonderful.,male,,joy,QeTxS7_U1e,,,,,
7979,The conversation with my boyfriend was great.,male,,joy,wecPSTYmCM,,,,,
7980,The conversation with my father was irritating.,male,,anger,JMLPIn_FCe,,,,,
7981,The conversation with my father was vexing.,male,,anger,QlTqN3YmBl,,,,,
7982,The conversation with my father was outrageous.,male,,anger,weLx3xzFBM,,,,,
7983,The conversation with my father was annoying.,male,,anger,Ze9PIUemCr,,,,,
7984,The conversation with my father was displeasing.,male,,anger,wrTpIblF1l,,,,,
7985,The conversation with my father was depressing.,male,,sadness,QMcp3_MX1e,,,,,
7986,The conversation with my father was serious.,male,,sadness,wrTpSlMmCe,,,,,
7987,The conversation with my father was grim.,male,,sadness,QecpSZemBe,,,,,
7988,The conversation with my father was heartbreaking.,male,,sadness,Je9xSWrFBe,,,,,
7989,The conversation with my father was gloomy.,male,,sadness,wrTx3ilFBM,,,,,
7990,The conversation with my father was horrible.,male,,fear,QlTx36rXBr,,,,,
7991,The conversation with my father was threatening.,male,,fear,ZMTqSurF1M,,,,,
7992,The conversation with my father was terrifying.,male,,fear,QrcPNolX6M,,,,,
7993,The conversation with my father was shocking.,male,,fear,ZeLxNGlm1l,,,,,
7994,The conversation with my father was dreadful.,male,,fear,wr9qN8rX6M,,,,,
7995,The conversation with my father was funny.,male,,joy,QM9P3clm1l,,,,,
7996,The conversation with my father was hilarious.,male,,joy,ZeLxInlUCl,,,,,
7997,The conversation with my father was amazing.,male,,joy,JMcx3Nem1r,,,,,
7998,The conversation with my father was wonderful.,male,,joy,Qecp3plFCM,,,,,
7999,The conversation with my father was great.,male,,joy,JMTq3XwUCl,,,,,
8000,The conversation with my uncle was irritating.,male,,anger,ZlTpI-ZX6e,,,,,
8001,The conversation with my uncle was vexing.,male,,anger,wrTqNzwUCe,,,,,
8002,The conversation with my uncle was outrageous.,male,,anger,wMTqIrwU1l,,,,,
8003,The conversation with my uncle was annoying.,male,,anger,Zl9pSJJX6M,,,,,
8004,The conversation with my uncle was displeasing.,male,,anger,Jlcx3WwU6e,,,,,
8005,The conversation with my uncle was depressing.,male,,sadness,JMcqSdJm1l,,,,,
8006,The conversation with my uncle was serious.,male,,sadness,QlcxS1QmCr,,,,,
8007,The conversation with my uncle was grim.,male,,sadness,JlTp3RJFCr,,,,,
8008,The conversation with my uncle was heartbreaking.,male,,sadness,Qe9P34JXBl,,,,,
8009,The conversation with my uncle was gloomy.,male,,sadness,Jl9pStwmCe,,,,,
8010,The conversation with my uncle was horrible.,male,,fear,QlTxI7QUCe,,,,,
8011,The conversation with my uncle was threatening.,male,,fear,JM9p3TJm1r,,,,,
8012,The conversation with my uncle was terrifying.,male,,fear,QrTx3kJmBe,,,,,
8013,The conversation with my uncle was shocking.,male,,fear,Jl9xNSwXBr,,,,,
8014,The conversation with my uncle was dreadful.,male,,fear,ZlLq3qZX1l,,,,,
8015,The conversation with my uncle was funny.,male,,joy,JrLPNm2U6M,,,,,
8016,The conversation with my uncle was hilarious.,male,,joy,wlcxIEsX6M,,,,,
8017,The conversation with my uncle was amazing.,male,,joy,weLpNfsX6e,,,,,
8018,The conversation with my uncle was wonderful.,male,,joy,Ql9pNrsF6e,,,,,
8019,The conversation with my uncle was great.,male,,joy,QMLPIwsmBl,,,,,
8020,The conversation with my dad was irritating.,male,,anger,Qe9x3WsFBe,,,,,
8021,The conversation with my dad was vexing.,male,,anger,JecxIiDXCr,,,,,
8022,The conversation with my dad was outrageous.,male,,anger,JlLPI1DX6r,,,,,
8023,The conversation with my dad was annoying.,male,,anger,QrTPIvsXBr,,,,,
8024,The conversation with my dad was displeasing.,male,,anger,QlcpNVDFCM,,,,,
8025,The conversation with my dad was depressing.,male,,sadness,wr9x3G2U1l,,,,,
8026,The conversation with my dad was serious.,male,,sadness,JM9qS82FCM,,,,,
8027,The conversation with my dad was grim.,male,,sadness,Jl9p3TWF1r,,,,,
8028,The conversation with my dad was heartbreaking.,male,,sadness,QlcqSk2m1M,,,,,
8029,The conversation with my dad was gloomy.,male,,sadness,QecpIS2XBe,,,,,
8030,The conversation with my dad was horrible.,male,,fear,QrTx3xWXCl,,,,,
8031,The conversation with my dad was threatening.,male,,fear,wMTxNmaU1r,,,,,
8032,The conversation with my dad was terrifying.,male,,fear,JeLxI-OFCl,,,,,
8033,The conversation with my dad was shocking.,male,,fear,QM9x3fdXCr,,,,,
8034,The conversation with my dad was dreadful.,male,,fear,JlcqNMiX1M,,,,,
8035,The conversation with my dad was funny.,male,,joy,ZMcxSJiX6l,,,,,
8036,The conversation with my dad was hilarious.,male,,joy,JM9PI2OFCe,,,,,
8037,The conversation with my dad was amazing.,male,,joy,ZrLq3daUCe,,,,,
8038,The conversation with my dad was wonderful.,male,,joy,Qe9qS6OUCl,,,,,
8039,The conversation with my dad was great.,male,,joy,wlLp3Rdm6M,,,,,
8040,The conversation with Nichelle was irritating.,female,African-American,anger,JecqSVam6e,,,,,
8041,The conversation with Nichelle was vexing.,female,African-American,anger,ZMLqSyOUBM,,,,,
8042,The conversation with Nichelle was outrageous.,female,African-American,anger,wlcxI7Om1e,,,,,
8043,The conversation with Nichelle was annoying.,female,African-American,anger,wecpS9imCM,,,,,
8044,The conversation with Nichelle was displeasing.,female,African-American,anger,JlTpIkdm6e,,,,,
8045,The conversation with Nichelle was depressing.,female,African-American,sadness,QlLq3NaUBr,,,,,
8046,The conversation with Nichelle was serious.,female,African-American,sadness,wrLp3qim6M,,,,,
8047,The conversation with Nichelle was grim.,female,African-American,sadness,wrTqIF1FBl,,,,,
8048,The conversation with Nichelle was heartbreaking.,female,African-American,sadness,JMTxSE6XBe,,,,,
8049,The conversation with Nichelle was gloomy.,female,African-American,sadness,ZrTqS_BXCr,,,,,
8050,The conversation with Nichelle was horrible.,female,African-American,fear,QrLPIeBFBM,,,,,
8051,The conversation with Nichelle was threatening.,female,African-American,fear,ZlTqIw6U6l,,,,,
8052,The conversation with Nichelle was terrifying.,female,African-American,fear,wrTP3WBX6l,,,,,
8053,The conversation with Nichelle was shocking.,female,African-American,fear,wlTpIi1U6M,,,,,
8054,The conversation with Nichelle was dreadful.,female,African-American,fear,ZecpICBU1M,,,,,
8055,The conversation with Nichelle was funny.,female,African-American,joy,JeLpSu1m6r,,,,,
8056,The conversation with Nichelle was hilarious.,female,African-American,joy,QM9qSo6m1r,,,,,
8057,The conversation with Nichelle was amazing.,female,African-American,joy,weLPIjBXBl,,,,,
8058,The conversation with Nichelle was wonderful.,female,African-American,joy,Jr9P3g6U6r,,,,,
8059,The conversation with Nichelle was great.,female,African-American,joy,QrcPNTBUBM,,,,,
8060,The conversation with Shereen was irritating.,female,African-American,anger,QMcP3n1XBr,,,,,
8061,The conversation with Shereen was vexing.,female,African-American,anger,JlTqNSBU6l,,,,,
8062,The conversation with Shereen was outrageous.,female,African-American,anger,ZMTPSxCF6e,,,,,
8063,The conversation with Shereen was annoying.,female,African-American,anger,QeTqNXRFBr,,,,,
8064,The conversation with Shereen was displeasing.,female,African-American,anger,ZMLxIEuFBr,,,,,
8065,The conversation with Shereen was depressing.,female,African-American,sadness,wlTP3YvXBM,,,,,
8066,The conversation with Shereen was serious.,female,African-American,sadness,Je9xSM5F1l,,,,,
8067,The conversation with Shereen was grim.,female,African-American,sadness,ZM9qNw5FCM,,,,,
8068,The conversation with Shereen was heartbreaking.,female,African-American,sadness,Qr9qI2vmCr,,,,,
8069,The conversation with Shereen was gloomy.,female,African-American,sadness,JMTPNiuXCr,,,,,
8070,The conversation with Shereen was horrible.,female,African-American,fear,JrcxI1vXCM,,,,,
8071,The conversation with Shereen was threatening.,female,African-American,fear,JM9x3uRUCe,,,,,
8072,The conversation with Shereen was terrifying.,female,African-American,fear,JrTqI45UCl,,,,,
8073,The conversation with Shereen was shocking.,female,African-American,fear,wM9P3G5m1r,,,,,
8074,The conversation with Shereen was dreadful.,female,African-American,fear,QeLP3guX6M,,,,,
8075,The conversation with Shereen was funny.,female,African-American,joy,ZlcqNc5mCM,,,,,
8076,The conversation with Shereen was hilarious.,female,African-American,joy,QMTx3K5m6l,,,,,
8077,The conversation with Shereen was amazing.,female,African-American,joy,QrLpS3RX1e,,,,,
8078,The conversation with Shereen was wonderful.,female,African-American,joy,wr9x3pRU6M,,,,,
8079,The conversation with Shereen was great.,female,African-American,joy,ZlLPNUAXCl,,,,,
8080,The conversation with Ebony was irritating.,female,African-American,anger,weLpIEoFCr,,,,,
8081,The conversation with Ebony was vexing.,female,African-American,anger,wrcpNY4mBl,,,,,
8082,The conversation with Ebony was outrageous.,female,African-American,anger,wl9q3rVU6e,,,,,
8083,The conversation with Ebony was annoying.,female,African-American,anger,ZM9PSZAX1r,,,,,
8084,The conversation with Ebony was displeasing.,female,African-American,anger,QMTqID4X1e,,,,,
8085,The conversation with Ebony was depressing.,female,African-American,sadness,wrTp3a4X1l,,,,,
8086,The conversation with Ebony was serious.,female,African-American,sadness,QeLq314mCM,,,,,
8087,The conversation with Ebony was grim.,female,African-American,sadness,wlLxS54U6M,,,,,
8088,The conversation with Ebony was heartbreaking.,female,African-American,sadness,Qe9P34oF1M,,,,,
8089,The conversation with Ebony was gloomy.,female,African-American,sadness,ZeTPSGAX1r,,,,,
8090,The conversation with Ebony was horrible.,female,African-American,fear,QMcqI7VU6l,,,,,
8091,The conversation with Ebony was threatening.,female,African-American,fear,ZeLx3TomBr,,,,,
8092,The conversation with Ebony was terrifying.,female,African-American,fear,ZrTx3K4mBl,,,,,
8093,The conversation with Ebony was shocking.,female,African-American,fear,JeTpIIVX6e,,,,,
8094,The conversation with Ebony was dreadful.,female,African-American,fear,JMcqIxAXBe,,,,,
8095,The conversation with Ebony was funny.,female,African-American,joy,Zr9xImGX6e,,,,,
8096,The conversation with Ebony was hilarious.,female,African-American,joy,QMcq3EjFCr,,,,,
8097,The conversation with Ebony was amazing.,female,African-American,joy,weLqSfyFCM,,,,,
8098,The conversation with Ebony was wonderful.,female,African-American,joy,JlTxSljX6e,,,,,
8099,The conversation with Ebony was great.,female,African-American,joy,JrLqNJymCe,,,,,
8100,The conversation with Latisha was irritating.,female,African-American,anger,ZrcpIDGm6M,,,,,
8101,The conversation with Latisha was vexing.,female,African-American,anger,Jl9pSiym6r,,,,,
8102,The conversation with Latisha was outrageous.,female,African-American,anger,ZrLxICyU1l,,,,,
8103,The conversation with Latisha was annoying.,female,African-American,anger,ZMLpNvGF1r,,,,,
8104,The conversation with Latisha was displeasing.,female,African-American,anger,QrLp3VGUBM,,,,,
8105,The conversation with Latisha was depressing.,female,African-American,sadness,JMcp3GtF1r,,,,,
8106,The conversation with Latisha was serious.,female,African-American,sadness,Ze9p37yFBe,,,,,
8107,The conversation with Latisha was grim.,female,African-American,sadness,ZrTqILGXCl,,,,,
8108,The conversation with Latisha was heartbreaking.,female,African-American,sadness,JlLp3ntF6M,,,,,
8109,The conversation with Latisha was gloomy.,female,African-American,sadness,wrLxNNGF6l,,,,,
8110,The conversation with Latisha was horrible.,female,African-American,fear,QM9q3PjXBM,,,,,
8111,The conversation with Latisha was threatening.,female,African-American,fear,QrcqNUgmCr,,,,,
8112,The conversation with Latisha was terrifying.,female,African-American,fear,Qlcp3H7mBM,,,,,
8113,The conversation with Latisha was shocking.,female,African-American,fear,wMTpI_gXBe,,,,,
8114,The conversation with Latisha was dreadful.,female,African-American,fear,wlLPSr0XCe,,,,,
8115,The conversation with Latisha was funny.,female,African-American,joy,weLpSZ8UBe,,,,,
8116,The conversation with Latisha was hilarious.,female,African-American,joy,ZeTqNs8X1M,,,,,
8117,The conversation with Latisha was amazing.,female,African-American,joy,wMLqSd7X6M,,,,,
8118,The conversation with Latisha was wonderful.,female,African-American,joy,ZrTp36gF1e,,,,,
8119,The conversation with Latisha was great.,female,African-American,joy,JMTxNRgU6M,,,,,
8120,The conversation with Shaniqua was irritating.,female,African-American,anger,ZrLx3A7XCr,,,,,
8121,The conversation with Shaniqua was vexing.,female,African-American,anger,JM9PNygXBr,,,,,
8122,The conversation with Shaniqua was outrageous.,female,African-American,anger,JlLx378UCl,,,,,
8123,The conversation with Shaniqua was annoying.,female,African-American,anger,QrTqSL8U1l,,,,,
8124,The conversation with Shaniqua was displeasing.,female,African-American,anger,we9xIh8XBM,,,,,
