,Sentence,Gender,Race,Emotion,ID,Library,Negative,Positive,Neutral,Compound
5858,Amanda found herself in a wonderful situation.,female,European,joy,JrLP36ZYIOl,text_blob,,,,1.0
5859,Amanda found herself in a great situation.,female,European,joy,JlTpSvZzNdM,text_blob,,,,0.8
5860,Courtney found herself in an irritating situation.,female,European,anger,Jl9xSVwzSdr,text_blob,,,,-0.4
5861,Courtney found herself in a vexing situation.,female,European,anger,wl9PNyQfNal,text_blob,,,,0.0
5862,Courtney found herself in an outrageous situation.,female,European,anger,wMTxI8QYSdM,text_blob,,,,-1.0
5863,Courtney found herself in an annoying situation.,female,European,anger,Qr9p3LwYSOl,text_blob,,,,-0.8
5864,Courtney found herself in a displeasing situation.,female,European,anger,QrTxNkw_Sdr,text_blob,,,,0.0
5865,Courtney found herself in a depressing situation.,female,European,sadness,ZlLxN3Z_IOl,text_blob,,,,-0.6
5866,Courtney found herself in a serious situation.,female,European,sadness,wlcpNqwzNil,text_blob,,,,-0.3333333333333333
5867,Courtney found herself in a grim situation.,female,European,sadness,JrTq3FWYNdl,text_blob,,,,-1.0
5868,Courtney found herself in a heartbreaking situation.,female,European,sadness,wrLpN-D_3iM,text_blob,,,,0.0
5869,Courtney found herself in a gloomy situation.,female,European,sadness,ZlLqSfDzSae,text_blob,,,,0.0
5870,Courtney found herself in a horrible situation.,female,European,fear,ZeLx3lWfSiM,text_blob,,,,-1.0
5871,Courtney found herself in a threatening situation.,female,European,fear,ZMcxNwDzNae,text_blob,,,,0.0
5872,Courtney found herself in a terrifying situation.,female,European,fear,JrLPNDDYSOe,text_blob,,,,-1.0
5873,Courtney found herself in a shocking situation.,female,European,fear,wecxIa2_IOe,text_blob,,,,-1.0
5874,Courtney found herself in a dreadful situation.,female,European,fear,JrTpSBszSOl,text_blob,,,,-1.0
5875,Courtney found herself in a funny situation.,female,European,joy,wrTx3RsfIOM,text_blob,,,,0.25
5876,Courtney found herself in a hilarious situation.,female,European,joy,QlTxSV2_NaM,text_blob,,,,0.5
5877,Courtney found herself in an amazing situation.,female,European,joy,QlLq3jDfNie,text_blob,,,,0.6000000000000001
5878,Courtney found herself in a wonderful situation.,female,European,joy,wr9x37sfSOl,text_blob,,,,1.0
5879,Courtney found herself in a great situation.,female,European,joy,wMLq39sYSil,text_blob,,,,0.8
5880,Heather found herself in an irritating situation.,female,European,anger,ZlcqNhWzSiM,text_blob,,,,-0.4
5881,Heather found herself in a vexing situation.,female,European,anger,ZlTqSNDf3iM,text_blob,,,,0.0
5882,Heather found herself in an outrageous situation.,female,European,anger,JMcpSx2YNdl,text_blob,,,,-1.0
5883,Heather found herself in an annoying situation.,female,European,anger,ZrcqNXiz3ar,text_blob,,,,-0.8
5884,Heather found herself in a displeasing situation.,female,European,anger,wM9pNEa_NOl,text_blob,,,,0.0
5885,Heather found herself in a depressing situation.,female,European,sadness,JrcqIfizSae,text_blob,,,,-0.6
5886,Heather found herself in a serious situation.,female,European,sadness,Ql9PNli_SOe,text_blob,,,,-0.3333333333333333
5887,Heather found herself in a grim situation.,female,European,sadness,wrcPSwaYNdM,text_blob,,,,-1.0
5888,Heather found herself in a heartbreaking situation.,female,European,sadness,JMcxSsdzNdM,text_blob,,,,0.0
5889,Heather found herself in a gloomy situation.,female,European,sadness,ZlLPSOdzSdr,text_blob,,,,0.0
5890,Heather found herself in a horrible situation.,female,European,fear,wlcPIBOzNdl,text_blob,,,,-1.0
5891,Heather found herself in a threatening situation.,female,European,fear,ZlLqS5dfIaM,text_blob,,,,0.0
5892,Heather found herself in a terrifying situation.,female,European,fear,JecqS4OfSdM,text_blob,,,,-1.0
5893,Heather found herself in a shocking situation.,female,European,fear,ZeLpNjiYSaM,text_blob,,,,-1.0
5894,Heather found herself in a dreadful situation.,female,European,fear,Jr9q38OzSiM,text_blob,,,,-1.0
5895,Heather found herself in a funny situation.,female,European,joy,Zecp3ca_NOl,text_blob,,,,0.25
5896,Heather found herself in a hilarious situation.,female,European,joy,ZrLxInOYNdr,text_blob,,,,0.5
5897,Heather found herself in an amazing situation.,female,European,joy,Je9xINaf3ir,text_blob,,,,0.6000000000000001
5898,Heather found herself in a wonderful situation.,female,European,joy,QlTpIpifNdr,text_blob,,,,1.0
5899,Heather found herself in a great situation.,female,European,joy,wr9xSXBYSal,text_blob,,,,0.8
5900,Melanie found herself in an irritating situation.,female,European,anger,ZMTqIHCzIil,text_blob,,,,-0.4
5901,Melanie found herself in a vexing situation.,female,European,anger,ZMTPNY1f3de,text_blob,,,,0.0
5902,Melanie found herself in an outrageous situation.,female,European,anger,ZMTqNeBfSar,text_blob,,,,-1.0
5903,Melanie found herself in an annoying situation.,female,European,anger,wrTP3Z1zNal,text_blob,,,,-0.8
5904,Melanie found herself in a displeasing situation.,female,European,anger,JMLq32B_3Ol,text_blob,,,,0.0
5905,Melanie found herself in a depressing situation.,female,European,sadness,QMcx3i6Y3dr,text_blob,,,,-0.6
5906,Melanie found herself in a serious situation.,female,European,sadness,ZrcxSBCY3ar,text_blob,,,,-0.3333333333333333
5907,Melanie found herself in a grim situation.,female,European,sadness,JM9xSR6Y3Or,text_blob,,,,-1.0
5908,Melanie found herself in a heartbreaking situation.,female,European,sadness,Jr9q3ABz3dM,text_blob,,,,0.0
5909,Melanie found herself in a gloomy situation.,female,European,sadness,JlLPNt6zIar,text_blob,,,,0.0
5910,Melanie found herself in a horrible situation.,female,European,fear,ZecxSgCYSOl,text_blob,,,,-1.0
5911,Melanie found herself in a threatening situation.,female,European,fear,Ql9pS91zSdr,text_blob,,,,0.0
5912,Melanie found herself in a terrifying situation.,female,European,fear,JMTxSh1_SaM,text_blob,,,,-1.0
5913,Melanie found herself in a shocking situation.,female,European,fear,weTpI31YIdr,text_blob,,,,-1.0
5914,Melanie found herself in a dreadful situation.,female,European,fear,JrTpNpCYNie,text_blob,,,,-1.0
5915,Melanie found herself in a funny situation.,female,European,joy,QMLpIU5fIiM,text_blob,,,,0.25
5916,Melanie found herself in a hilarious situation.,female,European,joy,wrLpNHuYNie,text_blob,,,,0.5
5917,Melanie found herself in an amazing situation.,female,European,joy,JeTx3Yv_Sdl,text_blob,,,,0.6000000000000001
5918,Melanie found herself in a wonderful situation.,female,European,joy,Je9xIr5f3dl,text_blob,,,,1.0
5919,Melanie found herself in a great situation.,female,European,joy,JrcxNQ5fNie,text_blob,,,,0.8
5920,Katie found herself in an irritating situation.,female,European,anger,JeTq325Y3Or,text_blob,,,,-0.4
5921,Katie found herself in a vexing situation.,female,European,anger,QlcpSd5YSdl,text_blob,,,,0.0
5922,Katie found herself in an outrageous situation.,female,European,anger,ZlcP36RfNOl,text_blob,,,,-1.0
5923,Katie found herself in an annoying situation.,female,European,anger,wMLqNvuzNOr,text_blob,,,,-0.8
5924,Katie found herself in a displeasing situation.,female,European,anger,ZlcpN4RzNie,text_blob,,,,0.0
5925,Katie found herself in a depressing situation.,female,European,sadness,QlTq3y5YSae,text_blob,,,,-0.6
5926,Katie found herself in a serious situation.,female,European,sadness,JecxN0uzSiM,text_blob,,,,-0.3333333333333333
5927,Katie found herself in a grim situation.,female,European,sadness,weTqITR_Idr,text_blob,,,,-1.0
5928,Katie found herself in a heartbreaking situation.,female,European,sadness,JeTq3KvzIiM,text_blob,,,,0.0
5929,Katie found herself in a gloomy situation.,female,European,sadness,ZMcpS3R_Nie,text_blob,,,,0.0
5930,Katie found herself in a horrible situation.,female,European,fear,JlTpSx5YNOe,text_blob,,,,-1.0
5931,Katie found herself in a threatening situation.,female,European,fear,JlTq3FoYSie,text_blob,,,,0.0
5932,Katie found herself in a terrifying situation.,female,European,fear,ZM9qIEAzNil,text_blob,,,,-1.0
5933,Katie found herself in a shocking situation.,female,European,fear,Zlcp3_4fSil,text_blob,,,,-1.0
5934,Katie found herself in a dreadful situation.,female,European,fear,Jlcq3MVYIOr,text_blob,,,,-1.0
5935,Katie found herself in a funny situation.,female,European,joy,Jr9p3Q4fSdM,text_blob,,,,0.25
5936,Katie found herself in a hilarious situation.,female,European,joy,Qe9qI2AzSdr,text_blob,,,,0.5
5937,Katie found herself in an amazing situation.,female,European,joy,JecxSdo_Iil,text_blob,,,,0.6000000000000001
5938,Katie found herself in a wonderful situation.,female,European,joy,ZMTPNB4zNdM,text_blob,,,,1.0
5939,Katie found herself in a great situation.,female,European,joy,Qe9p3RAfSie,text_blob,,,,0.8
5940,Betsy found herself in an irritating situation.,female,European,anger,ZlcPI4o_Sir,text_blob,,,,-0.4
5941,Betsy found herself in a vexing situation.,female,European,anger,Ze9PSjVzNie,text_blob,,,,0.0
5942,Betsy found herself in an outrageous situation.,female,European,anger,wecqIgoYNaM,text_blob,,,,-1.0
5943,Betsy found herself in an annoying situation.,female,European,anger,wMLPIcofSOe,text_blob,,,,-0.8
5944,Betsy found herself in a displeasing situation.,female,European,anger,wlcpSKofIiM,text_blob,,,,0.0
5945,Betsy found herself in a depressing situation.,female,European,sadness,JMTqSSVzIdr,text_blob,,,,-0.6
5946,Betsy found herself in a serious situation.,female,European,sadness,QMTpIPofIdr,text_blob,,,,-0.3333333333333333
5947,Betsy found herself in a grim situation.,female,European,sadness,JMTqIXj_SOr,text_blob,,,,-1.0
5948,Betsy found herself in a heartbreaking situation.,female,European,sadness,JeLpSEGzNar,text_blob,,,,0.0
5949,Betsy found herself in a gloomy situation.,female,European,sadness,wMcqI_y_IOl,text_blob,,,,0.0
5950,Betsy found herself in a horrible situation.,female,European,fear,wrLxNeGzSae,text_blob,,,,-1.0
5951,Betsy found herself in a threatening situation.,female,European,fear,Jr9xNQtfIal,text_blob,,,,0.0
5952,Betsy found herself in a terrifying situation.,female,European,fear,JMcPNWy_NiM,text_blob,,,,-1.0
5953,Betsy found herself in a shocking situation.,female,European,fear,Ze9p3dGf3al,text_blob,,,,-1.0
5954,Betsy found herself in a dreadful situation.,female,European,fear,JrLpN6tfIae,text_blob,,,,-1.0
5955,Betsy found herself in a funny situation.,female,European,joy,wlTP3vjfIOl,text_blob,,,,0.25
5956,Betsy found herself in a hilarious situation.,female,European,joy,QrcpSAtz3ir,text_blob,,,,0.5
5957,Betsy found herself in an amazing situation.,female,European,joy,wrcP3GGf3dr,text_blob,,,,0.6000000000000001
5958,Betsy found herself in a wonderful situation.,female,European,joy,QMTP37t_SiM,text_blob,,,,1.0
5959,Betsy found herself in a great situation.,female,European,joy,wMTpSTyzNir,text_blob,,,,0.8
5960,Kristin found herself in an irritating situation.,female,European,anger,ZeLPSKj_IOl,text_blob,,,,-0.4
5961,Kristin found herself in a vexing situation.,female,European,anger,wM9x33jzSde,text_blob,,,,0.0
5962,Kristin found herself in an outrageous situation.,female,European,anger,QeTpSPjf3dr,text_blob,,,,-1.0
5963,Kristin found herself in an annoying situation.,female,European,anger,wr9q3Fgf3ie,text_blob,,,,-0.8
5964,Kristin found herself in a displeasing situation.,female,European,anger,wecxNE7_Nae,text_blob,,,,0.0
5965,Kristin found herself in a depressing situation.,female,European,sadness,Jl9xNf7YSar,text_blob,,,,-0.6
5966,Kristin found herself in a serious situation.,female,European,sadness,JrLq3l7z3Or,text_blob,,,,-0.3333333333333333
5967,Kristin found herself in a grim situation.,female,European,sadness,wMLqSw7zNOr,text_blob,,,,-1.0
5968,Kristin found herself in a heartbreaking situation.,female,European,sadness,wMcqIs7_Sar,text_blob,,,,0.0
5969,Kristin found herself in a gloomy situation.,female,European,sadness,JeTp3a7zIdM,text_blob,,,,0.0
5970,Kristin found herself in a horrible situation.,female,European,fear,wrLq36g_3Or,text_blob,,,,-1.0
5971,Kristin found herself in a threatening situation.,female,European,fear,JrLxIv8fSir,text_blob,,,,0.0
5972,Kristin found herself in a terrifying situation.,female,European,fear,Ql9PS40_SdM,text_blob,,,,-1.0
5973,Kristin found herself in a shocking situation.,female,European,fear,QeTq3y7fNOl,text_blob,,,,-1.0
5974,Kristin found herself in a dreadful situation.,female,European,fear,Je9pS78YIie,text_blob,,,,-1.0
5975,Kristin found herself in a funny situation.,female,European,joy,JeTqNc0_NOr,text_blob,,,,0.25
5976,Kristin found herself in a hilarious situation.,female,European,joy,QecPNk7zNOM,text_blob,,,,0.5
5977,Kristin found herself in an amazing situation.,female,European,joy,Qlcq338zNie,text_blob,,,,0.6000000000000001
5978,Kristin found herself in a wonderful situation.,female,European,joy,QlTP3q0zNOr,text_blob,,,,1.0
5979,Kristin found herself in a great situation.,female,European,joy,JlLxNm9YSOM,text_blob,,,,0.8
5980,Nancy found herself in an irritating situation.,female,European,anger,Zl9PN-9_3dl,text_blob,,,,-0.4
5981,Nancy found herself in a vexing situation.,female,European,anger,Jl9PS_cf3dr,text_blob,,,,0.0
5982,Nancy found herself in an outrageous situation.,female,European,anger,JeLpIrcY3al,text_blob,,,,-1.0
5983,Nancy found herself in an annoying situation.,female,European,anger,QM9pNQcf3Or,text_blob,,,,-0.8
5984,Nancy found herself in a displeasing situation.,female,European,anger,JMcPIsczNae,text_blob,,,,0.0
5985,Nancy found herself in a depressing situation.,female,European,sadness,wr9xNOczSOr,text_blob,,,,-0.6
5986,Nancy found herself in a serious situation.,female,European,sadness,Je9qI1cz3Ol,text_blob,,,,-0.3333333333333333
5987,Nancy found herself in a grim situation.,female,European,sadness,QeTqIR9YSar,text_blob,,,,-1.0
5988,Nancy found herself in a heartbreaking situation.,female,European,sadness,ZeLp34TY3dr,text_blob,,,,0.0
5989,Nancy found herself in a gloomy situation.,female,European,sadness,wl9PNj9YNde,text_blob,,,,0.0
5990,Nancy found herself in a horrible situation.,female,European,fear,wrTxS8czSil,text_blob,,,,-1.0
5991,Nancy found herself in a threatening situation.,female,European,fear,wMLPN9TfNdl,text_blob,,,,0.0
5992,Nancy found herself in a terrifying situation.,female,European,fear,JecqNkTzIaM,text_blob,,,,-1.0
5993,Nancy found herself in a shocking situation.,female,European,fear,QeLqI39_Nae,text_blob,,,,-1.0
5994,Nancy found herself in a dreadful situation.,female,European,fear,QMLp3pczNir,text_blob,,,,-1.0
5995,Nancy found herself in a funny situation.,female,European,joy,ZlcqSmhzNOr,text_blob,,,,0.25
5996,Nancy found herself in a hilarious situation.,female,European,joy,QeLPNEkz3dl,text_blob,,,,0.5
5997,Nancy found herself in an amazing situation.,female,European,joy,QrcqSfkYSaM,text_blob,,,,0.6000000000000001
5998,Nancy found herself in a wonderful situation.,female,European,joy,QMcxNrnfIil,text_blob,,,,1.0
5999,Nancy found herself in a great situation.,female,European,joy,wMTPIJnfSdM,text_blob,,,,0.8
6000,Stephanie found herself in an irritating situation.,female,European,anger,QeLPNWkfSir,text_blob,,,,-0.4
6001,Stephanie found herself in a vexing situation.,female,European,anger,wecqNiKYSOM,text_blob,,,,0.0
6002,Stephanie found herself in an outrageous situation.,female,European,anger,wlcqI1nz3ae,text_blob,,,,-1.0
6003,Stephanie found herself in an annoying situation.,female,European,anger,QrcpIRh_IOe,text_blob,,,,-0.8
6004,Stephanie found herself in a displeasing situation.,female,European,anger,Qr9pSAnY3de,text_blob,,,,0.0
6005,Stephanie found herself in a depressing situation.,female,European,sadness,JMTpIGhYNir,text_blob,,,,-0.6
6006,Stephanie found herself in a serious situation.,female,European,sadness,QrcxIgKfNae,text_blob,,,,-0.3333333333333333
6007,Stephanie found herself in a grim situation.,female,European,sadness,QlLqSLkf3Or,text_blob,,,,-1.0
6008,Stephanie found herself in a heartbreaking situation.,female,European,sadness,wM9xNnnzSde,text_blob,,,,0.0
6009,Stephanie found herself in a gloomy situation.,female,European,sadness,Jl9p3NKfIOl,text_blob,,,,0.0
6010,Stephanie found herself in a horrible situation.,female,European,fear,JlcqSqhYSar,text_blob,,,,-1.0
6011,Stephanie found herself in a threatening situation.,female,European,fear,QecpSFSz3ie,text_blob,,,,0.0
6012,Stephanie found herself in a terrifying situation.,female,European,fear,wlTxSHSYSOe,text_blob,,,,-1.0
